angry0,angry1,box0,box1,disgust0,disgust1,fear0,fear1,happy0,happy1,neutral0,neutral1,sad0,sad1,surprise0,surprise1
0.06,,[804 183 359 359],,0.0,,0.06,,0.0,,0.56,,0.3,,0.02,
0.06,,[804 183 359 359],,0.0,,0.06,,0.0,,0.56,,0.3,,0.02,
0.09,,[801 180 362 362],,0.0,,0.11,,0.0,,0.43,,0.35,,0.01,
0.09,,[802 181 361 361],,0.0,,0.1,,0.0,,0.44,,0.35,,0.02,
0.11,,[801 179 362 362],,0.0,,0.13,,0.0,,0.4,,0.33,,0.02,
0.12,,[801 179 363 363],,0.0,,0.11,,0.0,,0.44,,0.32,,0.02,
0.12,,[801 179 363 363],,0.0,,0.11,,0.0,,0.44,,0.32,,0.02,
0.09,,[805 182 356 356],,0.0,,0.16,,0.0,,0.41,,0.32,,0.02,
0.09,,[804 181 358 358],,0.0,,0.15,,0.0,,0.37,,0.37,,0.02,
0.1,,[803 180 360 360],,0.0,,0.14,,0.0,,0.43,,0.31,,0.02,
0.09,,[803 180 360 360],,0.0,,0.14,,0.0,,0.44,,0.31,,0.02,
0.09,,[803 180 360 360],,0.0,,0.14,,0.0,,0.44,,0.31,,0.02,
0.09,,[804 180 359 359],,0.0,,0.12,,0.0,,0.49,,0.28,,0.02,
0.09,,[804 180 359 359],,0.0,,0.12,,0.0,,0.49,,0.28,,0.02,
0.08,,[804 180 360 360],,0.0,,0.11,,0.0,,0.5,,0.29,,0.02,
0.09,,[803 180 361 361],,0.0,,0.11,,0.0,,0.51,,0.28,,0.02,
0.06,,[802 178 364 364],,0.0,,0.08,,0.0,,0.56,,0.29,,0.01,
0.06,,[803 180 361 361],,0.0,,0.09,,0.0,,0.56,,0.28,,0.01,
0.05,,[803 180 361 361],,0.0,,0.09,,0.0,,0.56,,0.28,,0.01,
0.06,,[804 182 360 360],,0.0,,0.1,,0.0,,0.51,,0.3,,0.02,
0.05,,[804 181 359 359],,0.0,,0.11,,0.0,,0.54,,0.28,,0.02,
0.05,,[804 181 359 359],,0.0,,0.11,,0.0,,0.54,,0.28,,0.02,
0.07,,[801 179 364 364],,0.0,,0.1,,0.0,,0.51,,0.3,,0.02,
0.07,,[801 179 364 364],,0.0,,0.11,,0.0,,0.51,,0.3,,0.02,
0.1,,[800 181 362 362],,0.0,,0.08,,0.0,,0.38,,0.41,,0.02,
0.1,,[800 180 362 362],,0.0,,0.1,,0.0,,0.4,,0.38,,0.02,
0.1,,[800 180 362 362],,0.0,,0.1,,0.0,,0.4,,0.38,,0.02,
0.13,,[800 180 363 363],,0.0,,0.12,,0.0,,0.39,,0.34,,0.03,
0.13,,[800 180 363 363],,0.0,,0.12,,0.0,,0.39,,0.33,,0.03,
0.12,,[801 181 360 360],,0.0,,0.12,,0.0,,0.39,,0.34,,0.03,
0.12,,[801 181 360 360],,0.0,,0.12,,0.0,,0.38,,0.34,,0.03,
0.12,,[801 181 360 360],,0.0,,0.12,,0.0,,0.38,,0.34,,0.03,
0.12,,[800 180 361 361],,0.0,,0.12,,0.0,,0.33,,0.4,,0.02,
0.11,,[800 181 361 361],,0.0,,0.11,,0.0,,0.35,,0.4,,0.02,
0.1,,[800 181 361 361],,0.0,,0.1,,0.0,,0.36,,0.41,,0.02,
0.1,,[800 181 361 361],,0.0,,0.1,,0.0,,0.37,,0.41,,0.02,
0.1,,[800 181 361 361],,0.0,,0.1,,0.0,,0.37,,0.41,,0.02,
0.1,,[799 181 361 361],,0.0,,0.1,,0.0,,0.36,,0.42,,0.02,
0.12,,[798 181 363 363],,0.0,,0.09,,0.0,,0.32,,0.45,,0.02,
0.1,,[800 180 361 361],,0.0,,0.12,,0.0,,0.35,,0.41,,0.03,
0.1,,[800 180 361 361],,0.0,,0.12,,0.0,,0.35,,0.41,,0.03,
0.1,,[800 180 361 361],,0.0,,0.12,,0.0,,0.35,,0.41,,0.03,
0.1,,[804 183 359 359],,0.0,,0.11,,0.0,,0.36,,0.4,,0.02,
0.09,,[804 182 360 360],,0.0,,0.11,,0.0,,0.4,,0.38,,0.02,
0.08,,[802 181 362 362],,0.0,,0.11,,0.0,,0.43,,0.35,,0.02,
0.09,,[802 181 363 363],,0.0,,0.1,,0.0,,0.42,,0.36,,0.02,
0.08,,[802 181 364 364],,0.0,,0.1,,0.0,,0.49,,0.3,,0.03,
0.09,,[805 184 357 357],,0.0,,0.11,,0.0,,0.41,,0.37,,0.02,
0.09,,[805 185 356 356],,0.0,,0.11,,0.0,,0.39,,0.38,,0.02,
0.08,,[803 181 360 360],,0.0,,0.13,,0.0,,0.45,,0.31,,0.02,
0.08,,[803 181 362 362],,0.0,,0.14,,0.0,,0.45,,0.31,,0.02,
0.08,,[803 181 362 362],,0.0,,0.14,,0.0,,0.45,,0.31,,0.02,
0.14,,[805 184 356 356],,0.0,,0.15,,0.0,,0.29,,0.41,,0.02,
0.15,,[806 185 354 354],,0.0,,0.13,,0.0,,0.29,,0.41,,0.02,
0.11,,[808 185 355 355],,0.0,,0.14,,0.0,,0.34,,0.39,,0.02,
0.09,,[807 185 357 357],,0.0,,0.13,,0.0,,0.41,,0.33,,0.03,
0.09,,[807 185 357 357],,0.0,,0.13,,0.0,,0.41,,0.33,,0.03,
0.13,,[803 182 363 363],,0.0,,0.11,,0.0,,0.25,,0.49,,0.03,
0.13,,[803 182 363 363],,0.0,,0.11,,0.0,,0.25,,0.48,,0.03,
0.08,,[801 182 367 367],,0.0,,0.1,,0.0,,0.27,,0.54,,0.01,
0.11,,[802 182 369 369],,0.0,,0.08,,0.0,,0.38,,0.43,,0.01,
0.11,,[802 182 369 369],,0.0,,0.08,,0.0,,0.38,,0.43,,0.01,
0.15,,[802 183 368 368],,0.0,,0.07,,0.0,,0.33,,0.44,,0.01,
0.08,,[805 184 363 363],,0.0,,0.08,,0.0,,0.34,,0.49,,0.01,
0.11,,[802 185 365 365],,0.0,,0.09,,0.0,,0.29,,0.49,,0.01,
0.11,,[802 184 366 366],,0.0,,0.09,,0.0,,0.26,,0.53,,0.01,
0.11,,[802 184 366 366],,0.0,,0.09,,0.0,,0.26,,0.53,,0.01,
0.1,,[805 185 361 361],,0.0,,0.09,,0.0,,0.25,,0.54,,0.01,
0.1,,[804 185 363 363],,0.0,,0.07,,0.0,,0.28,,0.53,,0.01,
0.11,,[804 183 365 365],,0.0,,0.08,,0.0,,0.19,,0.6,,0.01,
0.11,,[803 183 366 366],,0.0,,0.08,,0.0,,0.17,,0.63,,0.01,
0.11,,[803 183 366 366],,0.0,,0.08,,0.0,,0.17,,0.63,,0.01,
0.09,,[806 184 365 365],,0.0,,0.08,,0.0,,0.24,,0.58,,0.01,
0.12,,[804 183 367 367],,0.0,,0.07,,0.0,,0.22,,0.58,,0.01,
0.13,,[802 182 370 370],,0.0,,0.08,,0.0,,0.23,,0.55,,0.01,
0.14,,[802 182 370 370],,0.0,,0.08,,0.0,,0.22,,0.55,,0.01,
0.08,,[806 183 366 366],,0.0,,0.09,,0.0,,0.22,,0.6,,0.01,
0.12,,[803 183 368 368],,0.0,,0.09,,0.0,,0.29,,0.5,,0.01,
0.12,,[802 182 370 370],,0.0,,0.08,,0.0,,0.3,,0.5,,0.01,
0.1,,[805 184 365 365],,0.0,,0.08,,0.0,,0.31,,0.5,,0.01,
0.1,,[805 184 366 366],,0.0,,0.09,,0.0,,0.33,,0.47,,0.01,
0.1,,[805 184 366 366],,0.0,,0.09,,0.0,,0.33,,0.47,,0.01,
0.1,,[803 183 369 369],,0.0,,0.1,,0.0,,0.33,,0.46,,0.01,
0.1,,[803 183 369 369],,0.0,,0.1,,0.0,,0.33,,0.46,,0.01,
0.08,,[801 180 374 374],,0.0,,0.08,,0.0,,0.29,,0.54,,0.01,
0.08,,[801 180 374 374],,0.0,,0.08,,0.0,,0.29,,0.54,,0.01,
0.08,,[801 180 374 374],,0.0,,0.08,,0.0,,0.29,,0.54,,0.01,
0.06,,[806 184 365 365],,0.0,,0.07,,0.0,,0.39,,0.47,,0.01,
0.07,,[805 184 366 366],,0.0,,0.08,,0.0,,0.38,,0.46,,0.01,
0.1,,[800 182 372 372],,0.0,,0.11,,0.0,,0.2,,0.58,,0.01,
0.1,,[800 182 372 372],,0.0,,0.11,,0.0,,0.2,,0.58,,0.01,
0.1,,[800 182 372 372],,0.0,,0.11,,0.0,,0.2,,0.58,,0.01,
0.1,,[804 185 363 363],,0.0,,0.14,,0.0,,0.18,,0.57,,0.01,
0.09,,[803 185 363 363],,0.0,,0.14,,0.0,,0.19,,0.56,,0.01,
0.09,,[807 186 359 359],,0.0,,0.18,,0.0,,0.18,,0.54,,0.02,
0.07,,[807 186 360 360],,0.0,,0.18,,0.0,,0.19,,0.54,,0.02,
0.07,,[807 186 360 360],,0.0,,0.18,,0.0,,0.19,,0.54,,0.02,
0.06,,[808 187 359 359],,0.0,,0.14,,0.0,,0.22,,0.57,,0.01,
0.06,,[807 186 360 360],,0.0,,0.16,,0.0,,0.21,,0.56,,0.01,
0.07,,[806 185 358 358],,0.0,,0.21,,0.0,,0.19,,0.51,,0.02,
0.07,,[806 185 358 358],,0.0,,0.2,,0.0,,0.2,,0.51,,0.02,
0.07,,[806 185 358 358],,0.0,,0.2,,0.0,,0.2,,0.51,,0.02,
0.08,,[805 185 361 361],,0.0,,0.15,,0.0,,0.22,,0.54,,0.01,
0.06,,[804 183 362 362],,0.0,,0.17,,0.0,,0.22,,0.53,,0.01,
0.08,,[805 184 360 360],,0.0,,0.21,,0.0,,0.19,,0.5,,0.02,
0.07,,[805 185 359 359],,0.0,,0.24,,0.0,,0.15,,0.52,,0.02,
0.07,,[807 185 357 357],,0.0,,0.17,,0.0,,0.22,,0.5,,0.03,
0.08,,[805 185 359 359],,0.0,,0.21,,0.0,,0.16,,0.52,,0.03,
0.08,,[805 184 360 360],,0.0,,0.18,,0.0,,0.18,,0.54,,0.02,
0.08,,[803 183 363 363],,0.0,,0.12,,0.0,,0.22,,0.56,,0.02,
0.08,,[804 184 361 361],,0.0,,0.16,,0.0,,0.22,,0.53,,0.02,
0.08,,[804 184 360 360],,0.0,,0.16,,0.0,,0.22,,0.52,,0.02,
0.05,,[806 185 359 359],,0.0,,0.12,,0.0,,0.3,,0.51,,0.02,
0.04,,[805 185 361 361],,0.0,,0.12,,0.0,,0.33,,0.49,,0.02,
0.06,,[803 185 364 364],,0.0,,0.09,,0.0,,0.46,,0.37,,0.02,
0.05,,[803 185 363 363],,0.0,,0.09,,0.0,,0.42,,0.42,,0.01,
0.05,,[803 185 363 363],,0.0,,0.09,,0.0,,0.42,,0.42,,0.01,
0.05,,[803 184 364 364],,0.0,,0.08,,0.0,,0.45,,0.41,,0.01,
0.05,,[802 183 366 366],,0.0,,0.06,,0.0,,0.49,,0.38,,0.01,
0.06,,[803 185 363 363],,0.0,,0.08,,0.0,,0.46,,0.39,,0.01,
0.06,,[803 185 363 363],,0.0,,0.08,,0.0,,0.46,,0.39,,0.01,
0.06,,[803 185 363 363],,0.0,,0.08,,0.0,,0.46,,0.39,,0.01,
0.06,,[803 186 363 363],,0.0,,0.08,,0.0,,0.47,,0.39,,0.01,
0.06,,[803 186 363 363],,0.0,,0.08,,0.0,,0.47,,0.39,,0.01,
0.05,,[803 186 362 362],,0.0,,0.08,,0.0,,0.46,,0.39,,0.02,
0.05,,[802 185 365 365],,0.0,,0.07,,0.0,,0.54,,0.33,,0.01,
0.05,,[802 185 365 365],,0.0,,0.07,,0.0,,0.54,,0.33,,0.01,
0.04,,[804 187 362 362],,0.0,,0.11,,0.0,,0.5,,0.35,,0.01,
0.04,,[804 187 362 362],,0.0,,0.1,,0.0,,0.5,,0.35,,0.01,
0.06,,[801 186 366 366],,0.0,,0.11,,0.0,,0.43,,0.39,,0.01,
0.05,,[802 185 367 367],,0.0,,0.11,,0.0,,0.42,,0.4,,0.01,
0.05,,[802 185 367 367],,0.0,,0.11,,0.0,,0.42,,0.4,,0.01,
0.07,,[802 186 366 366],,0.0,,0.11,,0.0,,0.43,,0.36,,0.02,
0.07,,[802 186 366 366],,0.0,,0.11,,0.0,,0.43,,0.37,,0.02,
0.09,,[805 189 359 359],,0.0,,0.1,,0.0,,0.51,,0.29,,0.01,
0.07,,[805 189 358 358],,0.0,,0.09,,0.0,,0.56,,0.26,,0.02,
0.06,,[806 189 359 359],,0.0,,0.1,,0.0,,0.57,,0.26,,0.01,
0.06,,[802 188 365 365],,0.0,,0.11,,0.0,,0.52,,0.29,,0.02,
0.06,,[801 188 366 366],,0.0,,0.1,,0.0,,0.5,,0.32,,0.02,
0.06,,[800 187 367 367],,0.0,,0.1,,0.0,,0.53,,0.29,,0.02,
0.06,,[800 187 367 367],,0.0,,0.1,,0.0,,0.52,,0.3,,0.02,
0.06,,[800 187 367 367],,0.0,,0.1,,0.0,,0.52,,0.3,,0.02,
0.07,,[803 194 357 357],,0.0,,0.09,,0.0,,0.52,,0.31,,0.01,
0.08,,[804 194 357 357],,0.0,,0.11,,0.0,,0.47,,0.34,,0.01,
0.07,,[801 197 358 358],,0.0,,0.09,,0.0,,0.46,,0.38,,0.01,
0.07,,[801 197 358 358],,0.0,,0.09,,0.0,,0.44,,0.39,,0.01,
0.07,,[801 197 358 358],,0.0,,0.09,,0.0,,0.44,,0.39,,0.01,
0.05,,[802 198 359 359],,0.0,,0.09,,0.0,,0.38,,0.47,,0.01,
0.04,,[800 197 362 362],,0.0,,0.08,,0.0,,0.47,,0.4,,0.01,
0.05,,[804 199 355 355],,0.0,,0.09,,0.0,,0.42,,0.43,,0.01,
0.04,,[805 200 354 354],,0.0,,0.08,,0.0,,0.43,,0.44,,0.01,
0.04,,[805 200 354 354],,0.0,,0.08,,0.0,,0.43,,0.44,,0.01,
0.04,,[807 197 356 356],,0.0,,0.09,,0.0,,0.4,,0.46,,0.01,
0.04,,[806 197 355 355],,0.0,,0.1,,0.0,,0.39,,0.45,,0.02,
0.05,,[803 195 359 359],,0.0,,0.09,,0.0,,0.29,,0.55,,0.02,
0.06,,[803 195 359 359],,0.0,,0.08,,0.0,,0.29,,0.56,,0.02,
0.06,,[803 195 359 359],,0.0,,0.08,,0.0,,0.29,,0.55,,0.02,
0.06,,[802 194 361 361],,0.0,,0.09,,0.0,,0.29,,0.55,,0.01,
0.06,,[802 194 361 361],,0.0,,0.09,,0.0,,0.29,,0.55,,0.01,
0.05,,[802 193 363 363],,0.0,,0.08,,0.0,,0.5,,0.36,,0.02,
0.05,,[802 193 363 363],,0.0,,0.08,,0.0,,0.5,,0.36,,0.02,
0.05,,[802 193 363 363],,0.0,,0.08,,0.0,,0.5,,0.36,,0.02,
0.05,,[800 193 366 366],,0.0,,0.07,,0.0,,0.5,,0.36,,0.01,
0.06,,[800 193 365 365],,0.0,,0.1,,0.0,,0.42,,0.41,,0.02,
0.04,,[800 191 366 366],,0.0,,0.09,,0.0,,0.41,,0.44,,0.01,
0.04,,[798 190 369 369],,0.0,,0.08,,0.0,,0.41,,0.45,,0.02,
0.04,,[800 190 367 367],,0.0,,0.11,,0.0,,0.41,,0.42,,0.01,
0.04,,[800 189 370 370],,0.0,,0.08,,0.0,,0.54,,0.32,,0.02,
0.04,,[800 188 370 370],,0.0,,0.1,,0.0,,0.44,,0.4,,0.02,
0.07,,[800 186 374 374],,0.0,,0.05,,0.0,,0.57,,0.29,,0.02,
0.08,,[800 185 375 375],,0.0,,0.05,,0.0,,0.54,,0.32,,0.01,
0.08,,[800 185 375 375],,0.0,,0.05,,0.0,,0.54,,0.32,,0.01,
0.06,,[801 178 380 380],,0.0,,0.05,,0.0,,0.6,,0.28,,0.01,
0.06,,[802 179 379 379],,0.0,,0.05,,0.0,,0.61,,0.26,,0.02,
0.05,,[806 179 373 373],,0.0,,0.03,,0.0,,0.69,,0.21,,0.01,
0.05,,[806 179 373 373],,0.0,,0.03,,0.0,,0.69,,0.22,,0.01,
0.05,,[806 179 373 373],,0.0,,0.03,,0.0,,0.69,,0.22,,0.01,
0.05,,[811 178 359 359],,0.0,,0.05,,0.0,,0.64,,0.24,,0.01,
0.05,,[811 178 359 359],,0.0,,0.06,,0.0,,0.65,,0.23,,0.01,
0.03,,[814 169 359 359],,0.0,,0.05,,0.0,,0.71,,0.19,,0.02,
0.03,,[816 170 356 356],,0.0,,0.04,,0.0,,0.77,,0.15,,0.01,
0.03,,[816 170 356 356],,0.0,,0.04,,0.0,,0.77,,0.15,,0.02,
0.05,,[814 163 359 359],,0.0,,0.05,,0.0,,0.7,,0.2,,0.01,
0.05,,[814 162 360 360],,0.0,,0.04,,0.0,,0.7,,0.2,,0.01,
0.05,,[811 148 364 364],,0.0,,0.05,,0.0,,0.66,,0.21,,0.02,
0.08,,[812 148 365 365],,0.0,,0.06,,0.0,,0.62,,0.22,,0.02,
0.08,,[812 148 365 365],,0.0,,0.06,,0.0,,0.62,,0.22,,0.02,
0.07,,[815 147 359 359],,0.0,,0.08,,0.0,,0.61,,0.2,,0.04,
0.08,,[816 147 359 359],,0.0,,0.08,,0.0,,0.62,,0.2,,0.03,
0.1,,[819 148 348 348],,0.0,,0.12,,0.0,,0.52,,0.24,,0.02,
0.07,,[820 148 346 346],,0.0,,0.13,,0.0,,0.58,,0.21,,0.02,
0.07,,[820 148 346 346],,0.0,,0.13,,0.0,,0.58,,0.21,,0.02,
0.05,,[820 144 351 351],,0.0,,0.11,,0.0,,0.66,,0.16,,0.02,
0.05,,[820 144 351 351],,0.0,,0.11,,0.0,,0.66,,0.16,,0.02,
0.04,,[819 145 350 350],,0.0,,0.1,,0.0,,0.64,,0.2,,0.02,
0.04,,[819 145 350 350],,0.0,,0.1,,0.0,,0.63,,0.21,,0.02,
0.01,,[804 175 371 371],,0.0,,0.02,,0.0,,0.91,,0.06,,0.01,
0.01,,[808 176 368 368],,0.0,,0.03,,0.0,,0.87,,0.08,,0.01,
0.01,,[808 176 368 368],,0.0,,0.03,,0.0,,0.87,,0.08,,0.01,
0.01,,[808 176 368 368],,0.0,,0.03,,0.0,,0.87,,0.08,,0.01,
0.02,,[809 176 369 369],,0.0,,0.04,,0.0,,0.83,,0.09,,0.02,
0.02,,[809 176 369 369],,0.0,,0.04,,0.0,,0.83,,0.08,,0.02,
0.02,,[809 176 369 369],,0.0,,0.04,,0.0,,0.83,,0.09,,0.02,
0.02,,[809 176 369 369],,0.0,,0.04,,0.0,,0.83,,0.09,,0.02,
